station_id,station_name,geodivision_id,geodivision_name,X,Y,Z
LG5K,Τακτικούπολη Τροιζηνίας,9,Πελοπόννησος,23.2,37.3,15
LG69,Τανάγρα,8,Στερεά Ελλάδα,23.583888888888886,38.3325,133
LG3B,Τατόι,10,Αττική,23.8,38.1,283
LG1T,Τέρπυλλος Κιλκίς,18,Δίκτυο Κιλκίς,23.0,41.0,240
LG50,Τζερμιάδων,1,Κρήτη,25.5,35.2,820
LG6P,Τήνος - Πόρτο,13,Κυκλάδες,25.3,37.5,123
LG57,Τρίκαλα,7,Θεσσαλία,21.8,39.6,163
LGR1,Τρίκαλα Κορινθίας,9,Πελοπόννησος,22.5,38.0,1077
LG83,Τρίπολη,9,Πελοπόννησος,22.41777777777778,37.50944444444445,646
LGD0,Τρίστενο Ιωαννίνων,6,Ήπειρος,21.0,39.8,940
LG0E,Τσεπέλοβο Ιωαννίνων,6,Ήπειρος,20.820555555555554,39.90416666666667,1080
LGM4,Τύρια Ιωαννίνων,6,Ήπειρος,20.7,39.5,340
LGM3,Υδρα,10,Αττική,23.466666666666665,37.352222222222224,2
LG0G,Υμμητός - Δάφνη,10,Αττική,23.748055555555556,27.947222222222223,125
LGL9,Φαλάσαρνα Χανίων,1,Κρήτη,23.6,35.5,10
LGS3,Φάληρο,10,Αττική,23.692777777777778,37.92944444444444,25
LG8E,Φιλιατρά Μεσσηνίας,9,Πελοπόννησος,21.583333333333332,37.15,65
LG9A,Φινοκαλιά Λασηθίου,1,Κρήτη,25.7,35.3,250
LG63,Φλώρινα,5,Μακεδονία,21.466666666666665,40.78333333333333,637
LGT1,Φούρνοι,3,Βόρειο & Ανατολικό Αιγαίο,26.5,37.6,5
LGL1,Φουρφουράς Ρεθύμνου,1,Κρήτη,24.7,35.2,471
LGR2,Φράγμα Μόρνου,8,Στερεά Ελλάδα,22.1,38.5,445
LGZ8,Φωτολίβος Δράμας,5,Μακεδονία,24.1,41.1,58
LG8I,Χαϊδάρι (Δάσος),10,Αττική,23.7,38.0,151
LGA8,Χαλανδρίτσα Αχαΐας,9,Πελοπόννησος,21.8,38.1,362
LG9L,Χαλάστρα Θεσσαλονίκης,11,Θεσσαλονίκη,22.8,40.6,1
LG25,Χανιά,1,Κρήτη,24.1,35.5,137
LGN3,Χανιά - Κέντρο,1,Κρήτη,24.0,35.5,10
LG6H,Χαροκόπειο - Αθήνα,10,Αττική,23.70777777777778,37.961111111111116,37
LG4A,Χίος,3,Βόρειο & Ανατολικό Αιγαίο,26.1,38.4,23
LG7M,Χϊος - Βέσσα,3,Βόρειο & Ανατολικό Αιγαίο,26.006666666666668,38.26305555555555,199
LG5F,Χίος - Ιωνία,3,Βόρειο & Ανατολικό Αιγαίο,26.079166666666666,38.24055555555556,145
LG2N,Ψαρά,3,Βόρειο & Ανατολικό Αιγαίο,25.56416666666667,38.54333333333333,18
LG8M,Ψαχνά Ευβοίας,15,Εύβοια,23.649166666666666,38.56944444444445,46
LG96,Ψυχικό,10,Αττική,23.780555555555555,38.0175,209
LGD5,Ωλένη Ηλείας,9,Πελοπόννησος,21.5,37.7,61
LG91,Ωλενία Αχαΐας,9,Πελοπόννησος,21.8,38.1,34
LG0T,Ωραιοί Ευβοίας,15,Εύβοια,23.1,38.9,30
LG8O,Ωρωπός,10,Αττική,23.8,38.3,7
